ratio	DB	avg	lat
40%	Auto	0.809	2.036
40%	Auto	0.797	2.192
40%	Auto	0.786	1.738
40%	Auto	0.837	2.366
40%	Auto	0.788	2.025
40%	Auto	0.799	2.152
40%	Auto	0.783	1.853
40%	Auto	0.81	2.127
40%	Auto	0.795	2.023
40%	Auto	0.799	1.724
40%	Auto	0.78	2.09
40%	Auto	0.803	1.684
40%	Auto	0.774	1.299
40%	Auto	0.769	1.924
40%	Auto	0.805	1.783
40%	Auto	0.798	2.357
40%	Auto	0.773	2.198
40%	Auto	0.762	2.126
40%	Auto	0.771	1.655
40%	Auto	0.754	1.631
40%	Auto	0.782	2.4
40%	Auto	0.783	2.295
40%	Auto	0.779	1.854
40%	Auto	0.76	2.124
40%	Auto	0.752	2.255
40%	Auto	0.746	1.668
40%	Auto	0.752	2.048
40%	Auto	0.743	1.717
40%	Auto	0.785	2.246
40%	Auto	0.746	2.085
40%	Auto	0.752	1.509
40%	Auto	0.747	1.645
40%	Auto	0.72	1.699
40%	Auto	0.724	1.705
40%	Auto	0.719	2.181
40%	Auto	0.712	2.175
40%	Auto	0.685	1.982
40%	Auto	0.653	1.547
40%	Auto	0.643	1.717
40%	Auto	0.374	1.285
40%	Auto	0.249	0.7
40%	Auto	0.259	0.703
40%	Auto	0.255	0.578
40%	Auto	0.25	0.575
40%	Auto	0.252	0.598
40%	Auto	0.251	0.579
40%	Auto	0.259	0.577
40%	Auto	0.253	0.575
40%	Auto	0.25	0.576
40%	Auto	0.245	0.577
40%	Auto	0.243	0.569
40%	Auto	0.248	0.57
40%	Auto	0.248	0.567
40%	Auto	0.245	0.565
40%	Auto	0.25	0.562
40%	Auto	0.254	0.573
40%	Auto	0.246	0.572
40%	Auto	0.245	0.565
40%	Auto	0.25	0.574
40%	Auto	0.252	0.565
40%	Auto	0.256	0.575
40%	Auto	0.242	0.6
40%	Auto	0.253	0.571
40%	Auto	0.246	0.574
40%	Auto	0.249	0.568
40%	Auto	0.25	0.571
40%	Auto	0.257	0.572
40%	Auto	0.253	0.572
40%	Auto	0.248	0.574
40%	Auto	0.25	0.571
40%	Auto	0.252	0.573
40%	Auto	0.253	0.572
40%	Auto	0.262	0.577
40%	Auto	0.251	0.563
40%	Auto	0.255	0.57
40%	Auto	0.247	0.577
40%	Auto	0.261	0.569
40%	Auto	0.244	0.569
40%	Auto	0.264	0.573
40%	Auto	0.26	0.567
40%	Auto	0.252	0.576
40%	Auto	0.245	0.571
40%	Auto	0.257	0.576
40%	Auto	0.252	0.574
40%	Auto	0.254	0.576
40%	Auto	0.253	0.573
40%	Auto	0.252	0.574
40%	Auto	0.249	0.567
40%	Auto	0.251	0.573
40%	Auto	0.259	0.579
40%	Auto	0.255	0.572
40%	Auto	0.262	0.574
40%	Auto	0.262	0.578
40%	Auto	0.253	0.57
40%	Auto	0.25	0.571
40%	Auto	0.261	0.579
40%	Auto	0.258	0.588
40%	Auto	0.251	0.578
40%	Auto	0.248	0.564
40%	Auto	0.264	0.578
40%	Auto	0.274	0.911
40%	Auto	0.267	0.729
40%	Auto	0.282	0.85
40%	Auto	0.264	0.834
40%	Auto	0.256	0.767
40%	Auto	0.262	0.73
40%	Auto	0.263	0.674
40%	Auto	0.253	0.574
40%	Auto	0.247	0.664
40%	Auto	0.26	0.578
40%	Auto	0.263	0.577
40%	Auto	0.253	0.57
40%	Auto	0.259	0.568
40%	Auto	0.265	0.572
40%	Auto	0.244	0.574
40%	Auto	0.264	0.569
40%	Auto	0.261	0.572
40%	Auto	0.249	0.572
40%	Auto	0.252	0.57
40%	Auto	0.248	0.566
40%	Auto	0.258	0.572
40%	Auto	0.243	0.565
40%	Auto	0.253	0.575
40%	Auto	0.256	0.57
40%	Auto	0.254	0.615
40%	Auto	0.251	0.568
40%	Auto	0.256	0.579
40%	Auto	0.256	0.573
40%	Auto	0.254	0.577
40%	Auto	0.258	0.6
40%	Auto	0.253	0.574
40%	Auto	0.256	0.57
40%	Auto	0.256	0.574
40%	Auto	0.256	0.574
40%	Auto	0.258	0.578
40%	Auto	0.244	0.572
40%	Auto	0.258	0.575
40%	Auto	0.249	0.573
40%	Auto	0.259	0.574
40%	Auto	0.25	0.595
40%	Auto	0.255	0.57
40%	Auto	0.257	0.572
40%	Auto	0.245	0.578
40%	Auto	0.251	0.572
40%	Auto	0.256	0.576
40%	Auto	0.251	0.574
40%	Auto	0.254	0.578
40%	Auto	0.255	0.568
40%	Auto	0.26	0.576
40%	Auto	0.25	0.576
40%	Auto	0.256	0.579
40%	Auto	0.253	0.568
40%	Auto	0.49	1.298
40%	Auto	0.705	1.36
40%	Auto	0.721	1.777
40%	Auto	0.727	2.012
40%	Auto	0.721	1.762
40%	Auto	0.755	1.632
40%	Auto	0.739	1.888
40%	Auto	0.758	2.144
40%	Auto	0.733	1.547
40%	Auto	0.734	1.388
40%	Auto	0.735	1.884
40%	Auto	0.738	2.065
40%	Auto	0.732	1.701
40%	Auto	0.756	1.738
40%	Auto	0.728	1.609
40%	Auto	0.728	1.78
40%	Auto	0.723	1.751
40%	Auto	0.741	1.891
40%	Auto	0.739	2.041
40%	Auto	0.759	1.328
40%	Auto	0.723	1.513
40%	Auto	0.739	2.139
40%	Auto	0.742	1.792
40%	Auto	0.733	1.863
40%	Auto	0.728	1.662
40%	Auto	0.74	1.959
40%	Auto	0.74	2.118
40%	Auto	0.729	1.856
40%	Auto	0.731	1.543
40%	Auto	0.726	1.606
40%	Auto	0.724	1.299
40%	Auto	0.748	1.986
40%	Auto	0.717	1.93
40%	Auto	0.73	1.785
40%	Auto	0.717	1.999
40%	Auto	0.728	1.299
40%	Auto	0.775	2.3
40%	Auto	0.74	2.26
40%	Auto	0.733	1.854
40%	Auto	0.739	1.682
40%	Auto	0.713	1.299
40%	Auto	0.765	1.835
40%	Auto	0.733	2.161
40%	Auto	0.738	2.186
40%	Auto	0.749	1.974
40%	Auto	0.745	2.036
40%	Auto	0.72	1.408
40%	Auto	0.744	1.6
40%	Auto	0.736	2.024
40%	Auto	0.719	1.854
40%	Auto	0.742	2.144
40%	Auto	0.753	2.372
40%	Auto	0.726	1.554
40%	Auto	0.737	2.282
40%	Auto	0.731	1.858
40%	Auto	0.737	1.713
40%	Auto	0.78	2.118
40%	Auto	0.692	1.827
40%	Auto	0.72	2.286
40%	Auto	0.725	1.964
40%	Auto	0.671	2.218
40%	Auto	0.606	1.882
40%	Auto	0.638	1.3
40%	Auto	0.486	1.528
40%	Auto	0.404	1.289
40%	Auto	0.553	1.294
40%	Auto	0.31	1.273
40%	Auto	0.248	0.671
40%	Auto	0.255	0.619
40%	Auto	0.258	0.576
40%	Auto	0.263	0.576
40%	Auto	0.249	0.598
40%	Auto	0.262	0.648
40%	Auto	0.252	0.572
40%	Auto	0.253	0.572
40%	Auto	0.26	0.574
40%	Auto	0.254	0.569
40%	Auto	0.258	0.578
40%	Auto	0.256	0.571
40%	Auto	0.258	0.579
40%	Auto	0.255	0.577
40%	Auto	0.249	0.571
40%	Auto	0.251	0.577
40%	Auto	0.261	0.569
40%	Auto	0.259	0.569
40%	Auto	0.262	0.579
40%	Auto	0.261	0.573
40%	Auto	0.257	0.575
40%	Auto	0.254	0.575
40%	Auto	0.256	0.58
40%	Auto	0.262	0.569
40%	Auto	0.257	0.57
40%	Auto	0.263	0.58
40%	Auto	0.259	0.58
40%	Auto	0.266	0.572
40%	Auto	0.258	0.57
40%	Auto	0.262	0.579
40%	Auto	0.257	0.567
40%	Auto	0.254	0.576
40%	Auto	0.264	0.577
40%	Auto	0.263	0.689
40%	Auto	0.245	0.573
40%	Auto	0.256	0.577
40%	Auto	0.25	0.57
40%	Auto	0.258	0.571
40%	Auto	0.255	0.57
40%	Auto	0.257	0.571
40%	Auto	0.251	0.574
40%	Auto	0.269	0.573
40%	Auto	0.267	0.576
40%	Auto	0.25	0.573
40%	Auto	0.262	0.573
40%	Auto	0.252	0.644
40%	Auto	0.253	0.567
40%	Auto	0.25	0.572
40%	Auto	0.255	0.57
40%	Auto	0.254	0.574
40%	Auto	0.257	0.575
40%	Auto	0.25	0.573
40%	Auto	0.25	0.578
40%	Auto	0.252	0.571
40%	Auto	0.258	0.572
40%	Auto	0.251	0.505
40%	Auto	0.26	0.578
40%	Auto	0.251	0.573
40%	Auto	0.258	0.626
40%	Auto	0.255	0.745
40%	Auto	0.277	0.798
40%	Auto	0.272	0.714
40%	Auto	0.261	0.58
40%	Auto	0.268	0.692
40%	Auto	0.258	0.605
40%	Auto	0.267	0.691
40%	Auto	0.265	0.577
40%	Auto	0.258	0.632
40%	Auto	0.244	0.579
40%	Auto	0.25	0.572
40%	Auto	0.247	0.569
40%	Auto	0.251	0.571
40%	Auto	0.251	0.573
40%	Auto	0.258	0.568
40%	Auto	0.249	0.571
40%	Auto	0.256	0.571
40%	Auto	0.262	0.651
40%	Auto	0.248	0.571
40%	Auto	0.253	0.566
40%	Auto	0.259	0.58
40%	Auto	0.259	0.571
40%	Auto	0.253	0.64
40%	Auto	0.251	0.574
40%	Auto	0.239	0.567
40%	Auto	0.256	0.571
40%	Auto	0.265	0.575
40%	Auto	0.255	0.58
40%	Auto	0.249	0.575
40%	Auto	0.248	0.576
40%	Auto	0.26	0.59
40%	Auto	0.264	0.57
40%	Auto	0.256	0.576
40%	Auto	0.253	0.577
40%	Auto	0.255	0.574
40%	Auto	0.267	0.573
40%	Auto	0.263	0.575
40%	Auto	0.252	0.57
40%	Auto	0.256	0.573
40%	Auto	0.252	0.596
40%	Auto	0.251	0.575
40%	Auto	0.252	0.576
40%	Auto	0.247	0.574
40%	Auto	0.256	0.574
40%	Auto	0.252	0.572
40%	Auto	0.255	0.579
40%	Auto	0.25	0.569
40%	Auto	0.25	0.58
40%	Auto	0.251	0.572
40%	Auto	0.254	0.577
40%	Auto	0.253	0.572
40%	Auto	0.252	0.574
40%	Auto	0.243	0.572
40%	Auto	0.253	0.575
40%	Auto	0.541	1.692
40%	Auto	0.734	2.255
40%	Auto	0.74	2.393
40%	Auto	0.729	1.768
40%	Auto	0.741	1.771
40%	Auto	0.739	2.201
40%	Auto	0.749	2.184
40%	Auto	0.727	1.698
40%	Auto	0.738	1.974
40%	Auto	0.753	2.058
40%	Auto	0.708	1.47
40%	Auto	0.728	1.721
40%	Auto	0.742	2.08
40%	Auto	0.737	1.619
40%	Auto	0.75	1.674
40%	Auto	0.737	2.221
40%	Auto	0.74	1.3
40%	Auto	0.737	2.086
40%	Auto	0.734	1.628
40%	Auto	0.742	1.591
40%	Auto	0.735	2.045
40%	Auto	0.723	1.602
40%	Auto	0.738	2.137
40%	Auto	0.756	2.273
40%	Auto	0.751	1.3
40%	Auto	0.727	2.009
40%	Auto	0.752	1.299
40%	Auto	0.745	1.492
40%	Auto	0.741	1.727
40%	Auto	0.755	1.907
40%	Auto	0.732	2.091
40%	Auto	0.736	2.135
40%	Auto	0.718	1.933
40%	Auto	0.737	1.964
40%	Auto	0.73	2.018
40%	Auto	0.74	1.514
40%	Auto	0.73	2.068
40%	Auto	0.769	2.001
40%	Auto	0.733	1.373
40%	Auto	0.736	1.808
40%	Auto	0.718	1.59
40%	Auto	0.734	1.433
40%	Auto	0.752	2.138
40%	Auto	0.715	1.6
40%	Auto	0.698	1.558
40%	Auto	0.739	1.967
40%	Auto	0.729	1.3
40%	Auto	0.74	1.963
40%	Auto	0.706	1.299
40%	Auto	0.732	2.093
40%	Auto	0.726	1.945
40%	Auto	0.721	1.747
40%	Auto	0.733	1.743
40%	Auto	0.757	2.239
40%	Auto	0.722	1.3
40%	Auto	0.752	1.816
40%	Auto	0.702	1.487
40%	Auto	0.719	1.704
40%	Auto	0.73	2.084
40%	Auto	0.626	1.538
40%	Auto	0.534	1.71
40%	Auto	0.646	1.456
40%	Auto	0.44	1.296
40%	Auto	0.714	1.532
40%	Auto	0.427	1.29
40%	Auto	0.268	1.074
40%	Auto	0.247	0.578
40%	Auto	0.242	0.572
40%	Auto	0.255	0.571
40%	Auto	0.255	0.577
40%	Auto	0.256	0.575
40%	Auto	0.251	0.576
40%	Auto	0.249	0.569
40%	Auto	0.255	0.574
40%	Auto	0.251	0.571
40%	Auto	0.253	0.574
40%	Auto	0.256	0.572
40%	Auto	0.259	0.567
40%	Auto	0.252	0.574
40%	Auto	0.246	0.564
40%	Auto	0.251	0.567
40%	Auto	0.25	0.576
40%	Auto	0.246	0.57
40%	Auto	0.258	0.577
40%	Auto	0.254	0.57
40%	Auto	0.251	0.574
40%	Auto	0.244	0.574
40%	Auto	0.252	0.577
40%	Auto	0.252	0.57
40%	Auto	0.257	0.569
40%	Auto	0.258	0.572
40%	Auto	0.251	0.576
40%	Auto	0.25	0.572
40%	Auto	0.255	0.57
40%	Auto	0.258	0.574
40%	Auto	0.255	0.569
40%	Auto	0.241	0.564
40%	Auto	0.263	0.573
40%	Auto	0.256	0.564
40%	Auto	0.254	0.703
40%	Auto	0.259	0.574
40%	Auto	0.262	0.578
40%	Auto	0.261	0.685
40%	Auto	0.262	0.571
40%	Auto	0.261	0.57
40%	Auto	0.263	0.572
40%	Auto	0.264	0.574
40%	Auto	0.262	0.574
40%	Auto	0.262	0.572
40%	Auto	0.264	0.574
40%	Auto	0.259	0.576
40%	Auto	0.265	0.577
40%	Auto	0.252	0.575
40%	Auto	0.242	0.569
40%	Auto	0.253	0.576
40%	Auto	0.251	0.571
40%	Auto	0.262	0.575
40%	Auto	0.252	0.576
40%	Auto	0.261	0.579
40%	Auto	0.254	0.565
40%	Auto	0.256	0.572
40%	Auto	0.262	0.576
40%	Auto	0.26	0.61
40%	Auto	0.258	0.681
40%	Auto	0.258	0.575
40%	Auto	0.266	0.829
40%	Auto	0.259	0.7
40%	Auto	0.265	0.697
40%	Auto	0.259	0.58
40%	Auto	0.27	0.771
40%	Auto	0.251	0.672
40%	Auto	0.261	0.653
40%	Auto	0.264	0.583
40%	Auto	0.251	0.574
40%	Auto	0.246	0.571
40%	Auto	0.253	0.568
40%	Auto	0.26	0.578
40%	Auto	0.263	0.578
40%	Auto	0.25	0.568
40%	Auto	0.262	0.573
40%	Auto	0.255	0.573
40%	Auto	0.259	0.656
40%	Auto	0.257	0.576
40%	Auto	0.257	0.57
40%	Auto	0.259	0.574
40%	Auto	0.25	0.578
40%	Auto	0.257	0.573
40%	Auto	0.251	0.576
40%	Auto	0.254	0.571
40%	Auto	0.266	0.577
40%	Auto	0.262	0.571
40%	Auto	0.264	0.581
40%	Auto	0.254	0.573
40%	Auto	0.257	0.572
40%	Auto	0.254	0.573
40%	Auto	0.257	0.573
40%	Auto	0.26	0.577
40%	Auto	0.251	0.571
40%	Auto	0.255	0.575
40%	Auto	0.254	0.577
40%	Auto	0.247	0.574
40%	Auto	0.257	0.601
40%	Auto	0.256	0.572
40%	Auto	0.254	0.572
40%	Auto	0.253	0.568
40%	Auto	0.249	0.573
40%	Auto	0.242	0.568
40%	Auto	0.251	0.578
40%	Auto	0.254	0.569
40%	Auto	0.253	0.568
40%	Auto	0.254	0.571
40%	Auto	0.264	0.572
40%	Auto	0.256	0.569
40%	Auto	0.262	0.573
40%	Auto	0.257	0.573
40%	Auto	0.264	0.577
40%	Auto	0.258	0.574
40%	Auto	0.257	0.642
40%	Auto	0.259	0.672
40%	Auto	0.585	1.763
40%	Auto	0.74	1.814
40%	Auto	0.751	1.602
40%	Auto	0.733	2.094
40%	Auto	0.72	2.094
40%	Auto	0.739	1.959
40%	Auto	0.728	2.008
40%	Auto	0.734	1.956
40%	Auto	0.729	1.3
40%	Auto	0.733	1.875
40%	Auto	0.743	1.98
40%	Auto	0.748	2.052
40%	Auto	0.715	2.125
40%	Auto	0.747	2.397
40%	Auto	0.694	1.299
40%	Auto	0.734	1.299
40%	Auto	0.745	1.884
40%	Auto	0.73	1.299
40%	Auto	0.718	2.178
40%	Auto	0.74	1.885
40%	Auto	0.731	1.3
40%	Auto	0.732	1.813
40%	Auto	0.753	1.977
40%	Auto	0.734	1.574
40%	Auto	0.75	2.151
40%	Auto	0.731	2.079
40%	Auto	0.726	1.299
40%	Auto	0.717	1.299
40%	Auto	0.733	1.505
40%	Auto	0.732	1.3
40%	Auto	0.743	1.873
40%	Auto	0.758	1.299
40%	Auto	0.719	1.848
40%	Auto	0.733	1.961
40%	Auto	0.731	1.299
40%	Auto	0.712	1.498
40%	Auto	0.742	1.674
40%	Auto	0.758	2.155
40%	Auto	0.727	1.394
40%	Auto	0.734	2.095
40%	Auto	0.732	2.093
40%	Auto	0.759	1.913
40%	Auto	0.738	1.636
40%	Auto	0.752	1.98
40%	Auto	0.76	2.386
40%	Auto	0.708	1.707
40%	Auto	0.715	1.377
40%	Auto	0.748	1.897
40%	Auto	0.751	1.3
40%	Auto	0.732	2.079
40%	Auto	0.682	1.299
40%	Auto	0.738	1.78
40%	Auto	0.668	1.3
40%	Auto	0.703	2.024
40%	Auto	0.737	2.022
40%	Auto	0.732	1.771
40%	Auto	0.676	1.507
40%	Auto	0.698	1.603
40%	Auto	0.687	1.299
40%	Auto	0.721	1.541
40%	Auto	0.652	1.298
40%	Auto	0.483	1.292
40%	Auto	0.357	1.289
40%	Auto	0.254	0.602
40%	Auto	0.25	0.674
40%	Auto	0.256	0.571
40%	Auto	0.257	0.578
40%	Auto	0.251	0.575
40%	Auto	0.261	0.612
40%	Auto	0.251	0.568
40%	Auto	0.263	0.587
40%	Auto	0.256	0.574
40%	Auto	0.257	0.58
40%	Auto	0.255	0.577
40%	Auto	0.252	0.569
40%	Auto	0.251	0.574
40%	Auto	0.254	0.572
40%	Auto	0.257	0.572
40%	Auto	0.256	0.602
40%	Auto	0.254	0.578
40%	Auto	0.245	0.575
40%	Auto	0.254	0.578
40%	Auto	0.256	0.577
40%	Auto	0.258	0.572
40%	Auto	0.26	0.57
40%	Auto	0.262	0.579
40%	Auto	0.254	0.569
40%	Auto	0.256	0.654
40%	Auto	0.261	0.613
40%	Auto	0.258	0.579
40%	Auto	0.259	0.595
40%	Auto	0.26	0.577
40%	Auto	0.261	0.571
40%	Auto	0.26	0.563
40%	Auto	0.25	0.569
40%	Auto	0.264	0.623
40%	Auto	0.254	0.569
40%	Auto	0.254	0.575
40%	Auto	0.256	0.571
40%	Auto	0.256	0.58
40%	Auto	0.265	0.639
40%	Auto	0.272	0.578
40%	Auto	0.253	0.573
40%	Auto	0.254	0.568
40%	Auto	0.257	0.577
40%	Auto	0.267	0.568
40%	Auto	0.269	0.571
40%	Auto	0.252	0.573
40%	Auto	0.248	0.573
40%	Auto	0.253	0.641
40%	Auto	0.259	0.572
40%	Auto	0.263	0.577
40%	Auto	0.256	0.568
40%	Auto	0.265	0.633
40%	Auto	0.265	0.628
40%	Auto	0.262	0.568
40%	Auto	0.259	0.578
40%	Auto	0.26	0.569
40%	Auto	0.254	0.571
40%	Auto	0.253	0.579
40%	Auto	0.262	0.579
40%	Auto	0.255	0.69
40%	Auto	0.271	0.599
40%	Auto	0.263	0.698
40%	Auto	0.257	0.799
40%	Auto	0.257	0.665
40%	Auto	0.263	0.789
40%	Auto	0.263	0.579
40%	Auto	0.268	0.734
40%	Auto	0.267	0.577
40%	Auto	0.269	0.681
40%	Auto	0.265	0.575
40%	Auto	0.268	0.571
40%	Auto	0.252	0.576
40%	Auto	0.259	0.576
40%	Auto	0.256	0.668
40%	Auto	0.263	0.57
40%	Auto	0.257	0.587
40%	Auto	0.248	0.572
40%	Auto	0.247	0.577
40%	Auto	0.251	0.572
40%	Auto	0.247	0.57
40%	Auto	0.257	0.578
40%	Auto	0.256	0.576
40%	Auto	0.261	0.574
40%	Auto	0.254	0.572
40%	Auto	0.262	0.579
40%	Auto	0.258	0.575
40%	Auto	0.266	0.577
40%	Auto	0.264	0.569
40%	Auto	0.256	0.575
40%	Auto	0.251	0.572
40%	Auto	0.268	0.577
40%	Auto	0.25	0.572
40%	Auto	0.255	0.575
40%	Auto	0.258	0.574
40%	Auto	0.256	0.578
40%	Auto	0.26	0.576
40%	Auto	0.267	0.577
40%	Auto	0.258	0.575
40%	Auto	0.256	0.571
40%	Auto	0.262	0.584
40%	Auto	0.261	0.571
40%	Auto	0.256	0.571
40%	Auto	0.253	0.576
40%	Auto	0.254	0.574
40%	Auto	0.262	0.579
40%	Auto	0.256	0.571
40%	Auto	0.247	0.574
40%	Auto	0.248	0.578
40%	Auto	0.255	0.652
40%	Auto	0.26	0.622
40%	Auto	0.26	0.573
40%	Auto	0.252	0.574
40%	Auto	0.256	0.576
40%	Auto	0.261	0.627
40%	Auto	0.444	1.868
40%	Auto	0.833	3.378
40%	Auto	0.791	3.2
40%	Auto	0.785	3.47
40%	Auto	0.816	3.757
40%	Auto	0.812	3.44
40%	Auto	0.838	3.725
40%	Auto	0.797	3.113
40%	Auto	0.788	3.297
40%	Auto	0.767	3.17
40%	Auto	0.786	3.362
40%	Auto	0.799	3.522
40%	Auto	0.809	3.519
40%	Auto	0.795	2.851
40%	Auto	0.79	3.399
40%	Auto	0.783	3.268
40%	Auto	0.789	3.607
40%	Auto	0.779	3.579
40%	Auto	0.797	3.372
40%	Auto	0.79	3.522
40%	Auto	0.8	3.447
40%	Auto	0.811	3.604
40%	Auto	0.764	3.338
40%	Auto	0.766	3.238
40%	Auto	0.813	3.599
40%	Auto	0.821	3.323
40%	Auto	0.788	3.571
40%	Auto	0.786	3.192
40%	Auto	0.795	3.236
40%	Auto	0.794	3.552
40%	Auto	0.815	3.65
40%	Auto	0.803	3.287
40%	Auto	0.809	3.634
40%	Auto	0.784	3.692
40%	Auto	0.774	3.257
40%	Auto	0.791	3.451
40%	Auto	0.799	3.464
40%	Auto	0.807	3.365
40%	Auto	0.796	3.483
40%	Auto	0.826	3.745
40%	Auto	0.784	3.661
40%	Auto	0.804	3.294
40%	Auto	0.808	3.48
40%	Auto	0.858	3.114
40%	Auto	0.735	1.653
40%	Auto	0.731	1.298
40%	Auto	0.731	1.407
40%	Auto	0.767	1.989
40%	Auto	0.749	1.597
40%	Auto	0.746	1.441
40%	Auto	0.747	1.297
40%	Auto	0.741	1.3
40%	Auto	0.78	1.97
40%	Auto	0.705	1.347
40%	Auto	0.734	1.948
40%	Auto	0.76	1.297
40%	Auto	0.726	1.3
40%	Auto	0.74	1.3
40%	Auto	0.743	1.298
40%	Auto	0.733	1.298
40%	Auto	0.702	1.297
40%	Auto	0.705	1.296
40%	Auto	0.686	1.297
40%	Auto	0.723	1.298
40%	Auto	0.708	1.373
40%	Auto	0.686	1.299
40%	Auto	0.434	1.286
40%	Auto	0.263	0.575
40%	Auto	0.258	0.566
40%	Auto	0.262	0.566
40%	Auto	0.252	0.566
40%	Auto	0.265	0.566
40%	Auto	0.261	0.568
40%	Auto	0.269	0.571
40%	Auto	0.255	0.567
40%	Auto	0.261	0.525
40%	Auto	0.251	0.561
40%	Auto	0.262	0.565
40%	Auto	0.247	0.481
40%	Auto	0.247	0.561
40%	Auto	0.247	0.481
40%	Auto	0.25	0.56
40%	Auto	0.245	0.567
40%	Auto	0.255	0.566
40%	Auto	0.25	0.566
40%	Auto	0.252	0.564
40%	Auto	0.254	0.567
40%	Auto	0.249	0.566
40%	Auto	0.243	0.559
40%	Auto	0.262	0.562
40%	Auto	0.248	0.557
40%	Auto	0.255	0.566
40%	Auto	0.254	0.562
40%	Auto	0.25	0.561
40%	Auto	0.252	0.507
40%	Auto	0.263	0.564
40%	Auto	0.254	0.563
40%	Auto	0.261	0.57
40%	Auto	0.255	0.565
40%	Auto	0.251	0.565
40%	Auto	0.253	0.565
40%	Auto	0.256	0.565
40%	Auto	0.254	0.565
40%	Auto	0.247	0.56
40%	Auto	0.259	0.487
40%	Auto	0.259	0.565
40%	Auto	0.25	0.567
40%	Auto	0.255	0.484
40%	Auto	0.258	0.565
40%	Auto	0.268	0.496
40%	Auto	0.251	0.562
40%	Auto	0.263	0.566
40%	Auto	0.26	0.565
40%	Auto	0.243	0.57
40%	Auto	0.255	0.472
40%	Auto	0.252	0.569
40%	Auto	0.265	0.53
40%	Auto	0.26	0.572
40%	Auto	0.251	0.565
40%	Auto	0.258	0.571
40%	Auto	0.257	0.549
40%	Auto	0.267	0.566
40%	Auto	0.249	0.571
40%	Auto	0.266	0.746
40%	Auto	0.266	0.764
40%	Auto	0.267	0.764
40%	Auto	0.278	0.811
40%	Auto	0.248	0.575
40%	Auto	0.26	0.735
40%	Auto	0.254	0.578
40%	Auto	0.264	0.574
40%	Auto	0.264	0.572
40%	Auto	0.266	0.572
40%	Auto	0.256	0.566
40%	Auto	0.255	0.564
40%	Auto	0.25	0.541
40%	Auto	0.251	0.567
40%	Auto	0.257	0.563
40%	Auto	0.254	0.484
40%	Auto	0.255	0.56
40%	Auto	0.256	0.567
40%	Auto	0.261	0.563
40%	Auto	0.248	0.564
40%	Auto	0.259	0.567
40%	Auto	0.261	0.563
40%	Auto	0.243	0.482
40%	Auto	0.249	0.545
40%	Auto	0.256	0.566
40%	Auto	0.249	0.563
40%	Auto	0.257	0.562
40%	Auto	0.266	0.574
40%	Auto	0.253	0.566
40%	Auto	0.251	0.57
40%	Auto	0.256	0.564
40%	Auto	0.26	0.57
40%	Auto	0.247	0.517
40%	Auto	0.266	0.571
40%	Auto	0.254	0.566
40%	Auto	0.258	0.568
40%	Auto	0.255	0.566
40%	Auto	0.254	0.564
40%	Auto	0.256	0.566
40%	Auto	0.259	0.567
40%	Auto	0.248	0.567
40%	Auto	0.261	0.565
40%	Auto	0.253	0.53
40%	Auto	0.257	0.566
40%	Auto	0.255	0.561
40%	Auto	0.255	0.566
40%	Auto	0.244	0.556
40%	Auto	0.251	0.561
40%	Auto	0.248	0.56
40%	Auto	0.259	0.564
40%	Auto	0.253	0.565
40%	Auto	0.257	0.563
40%	Auto	0.253	0.564
40%	Auto	0.25	0.563
40%	Auto	0.258	0.573
40%	Auto	0.259	0.571
40%	Auto	0.257	0.568
40%	Auto	0.268	0.577
40%	Auto	0.256	0.577
40%	Auto	0.634	1.297
40%	Auto	0.725	1.481
40%	Auto	0.711	1.298
40%	Auto	0.713	1.353
40%	Auto	0.699	1.297
40%	Auto	0.721	1.297
40%	Auto	0.722	1.297
40%	Auto	0.74	1.46
40%	Auto	0.705	1.297
40%	Auto	0.712	1.296
40%	Auto	0.685	1.295
40%	Auto	0.701	1.297
40%	Auto	0.716	1.296
40%	Auto	0.731	1.297
40%	Auto	0.71	1.295
40%	Auto	0.708	1.298
40%	Auto	0.73	1.298
40%	Auto	0.718	1.295
40%	Auto	0.737	1.299
40%	Auto	0.739	1.296
40%	Auto	0.722	1.295
40%	Auto	0.716	1.296
40%	Auto	0.73	1.295
40%	Auto	0.732	1.296
40%	Auto	0.733	1.296
40%	Auto	0.743	1.297
40%	Auto	0.734	1.297
40%	Auto	0.741	1.296
40%	Auto	0.713	1.294
40%	Auto	0.719	1.297
40%	Auto	0.73	1.297
40%	Auto	0.71	1.297
40%	Auto	0.72	1.295
40%	Auto	0.724	1.296
40%	Auto	0.71	1.296
40%	Auto	0.718	1.297
40%	Auto	0.72	1.297
40%	Auto	0.741	1.552
40%	Auto	0.717	1.297
40%	Auto	0.71	1.296
40%	Auto	0.702	1.296
40%	Auto	0.716	1.297
40%	Auto	0.722	1.297
40%	Auto	0.702	1.295
40%	Auto	0.726	1.299
40%	Auto	0.726	1.297
40%	Auto	0.699	1.299
40%	Auto	0.723	1.296
40%	Auto	0.688	1.296
40%	Auto	0.727	1.297
40%	Auto	0.713	1.295
40%	Auto	0.737	1.297
40%	Auto	0.724	1.295
40%	Auto	0.68	1.296
40%	Auto	0.71	1.296
40%	Auto	0.7	1.298
40%	Auto	0.693	1.297
40%	Auto	0.689	1.294
40%	Auto	0.604	1.296
40%	Auto	0.658	1.299
40%	Auto	0.334	1.265
40%	Auto	0.258	0.566
40%	Auto	0.25	0.568
